Department,Department Name,Division,Gender,Base Salary,2019 Overtime Pay,Grade
POL,Department of Police,PSB 5th District Patrol,M,73647,2337,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,3370.84,P4
POL,Department of Police,PSB 5th District Patrol,M,73647,3858.91,P4
POL,Department of Police,PSB 4th District Patrol,F,68751,3903.22,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,1691.32,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,2515.69,P4
POL,Department of Police,PSB 6th District Community Action Team,M,68751,9952.46,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,8570.52,P4
POL,Department of Police,PSB 1st District Patrol,F,68751,5306.02,P4
POL,Department of Police,PSB 2nd District Patrol,M,73647,16354.66,P4
POL,Department of Police,PSB 6th District Patrol,M,71157,1024.62,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,4183.91,P4
POL,Department of Police,PSB 6th District Patrol,M,76227,4909.87,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,1426.6,P4
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,68751,12714.41,P4
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,68751,22744.76,P4
POL,Department of Police,PSB 4th District Special Assignment Team,M,68751,11231.98,P4
POL,Department of Police,PSB 4th District Special Assignment Team,F,68751,16637.05,P4
POL,Department of Police,PSB 4th District Patrol,M,78894,9670.42,P4
POL,Department of Police,PSB 4th District Community Action Team,M,68751,16476.83,P4
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,76227,0,P2
POL,Department of Police,PSB 5th District Patrol,M,68751,14949.61,P4
POL,Department of Police,PSB 6th District Patrol,M,68751,867.7,P4
POL,Department of Police,PSB 1st District Community Action Team,M,68751,22211.16,P4
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,M,71157,9637.59,P4
POL,Department of Police,PSB 5th District Patrol,M,78894,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,68751,790.42,P4
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,68751,2829.27,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,10875.38,P4
POL,Department of Police,PSB 3rd District Patrol,F,68751,7870.29,P4
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,68751,3895.11,P4
POL,Department of Police,PSB 6th District Patrol,M,68751,7084.96,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,5831.94,P4
POL,Department of Police,PSB 2nd District Patrol,F,68751,2081.69,P4
POL,Department of Police,PSB 6th District Patrol,F,68751,5808.83,P4
POL,Department of Police,PSB 5th District Patrol,M,81657,56.9,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,287.42,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,12277.33,P4
POL,Department of Police,MSB Management and Budget Division,F,81309.85,156.41,23
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,F,62509.52,374.76,20
POL,Department of Police,FSB Animal Services Division,M,62758.68,0,20
POL,Department of Police,FSB Animal Services Division,F,65894.57,7642.14,21
POL,Department of Police,FSB Traffic Division School Safety Section,M,20378.79,0,10
POL,Department of Police,FSB Animal Services Division,F,47851.85,3608.86,14
POL,Department of Police,MSB Communications Division,F,50786.26,2863.48,0
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,90177.33,737.43,25
POL,Department of Police,PSB 5th District Patrol,M,68751,3489.05,P4
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,78894,20978.52,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,7626.49,P4
POL,Department of Police,FSB Security Services Division,M,56826.84,4511.5,18
POL,Department of Police,FSB Animal Services Division,M,47851.85,9853.05,14
POL,Department of Police,MSB Personnel Division,F,87357.69,523.71,23
POL,Department of Police,FSB Animal Services Division,F,46882.49,3537.54,16
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,144751,0,M3
POL,Department of Police,FSB Animal Services Division,F,56826.83,51.51,16
POL,Department of Police,FSB Animal Services Division,F,46882.49,8244.88,16
POL,Department of Police,FSB Animal Services Division,F,56826.58,2634.5,18
POL,Department of Police,PSB 3rd District Patrol,F,84992,4903.49,P2
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.8,0,10
POL,Department of Police,FSB Animal Services Division,F,46882.49,4846.48,16
POL,Department of Police,MSB Communications Division,F,52564.08,2842.26,15
POL,Department of Police,MSB Communications Division,M,70675.27,7191.69,20
POL,Department of Police,MSB Communications Division,F,63332.39,11635.57,19
POL,Department of Police,MSB Communications Division,M,59844.22,345.28,15
POL,Department of Police,MSB Communications Division,F,63137.69,8682.35,19
POL,Department of Police,MSB Communications Division,F,66499.02,10988.05,20
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,86888.44,0,25
POL,Department of Police,PSB 4th District Patrol,M,68751,13943.04,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,0,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,7787.1,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,14244.47,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,5891.04,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,17177.34,P4
POL,Department of Police,PSB 1st District Patrol,F,68751,17710.94,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,998.71,P4
POL,Department of Police,PSB 2nd District Patrol,M,65476,410.62,P3
POL,Department of Police,PSB 2nd District Patrol,M,66424,45.63,P1
POL,Department of Police,PSB 4th District Community Action Team,F,68751,8065.95,P4
POL,Department of Police,PSB 2nd District Patrol,F,68751,1515.25,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,7746.26,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,13202.32,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,16699.02,P4
POL,Department of Police,PSB 1st District Patrol,F,68751,433.42,P4
POL,Department of Police,PSB 2nd District Community Action Team,M,68751,13408.65,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,6911.87,P4
POL,Department of Police,PSB 3rd District Patrol,F,68751,9197.01,P4
POL,Department of Police,PSB 2nd District Patrol,M,68751,7254.69,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,5921.03,P4
POL,Department of Police,PSB 4th District Patrol,F,68751,7554.01,P4
POL,Department of Police,PSB 4th District Patrol,M,73647,2074.38,P4
POL,Department of Police,PSB 4th District Patrol,M,71157,793.01,P4
POL,Department of Police,PSB 4th District Patrol,M,76227,3606.45,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,638.7,P4
POL,Department of Police,PSB 4th District Patrol,M,76227,317.42,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,7256.1,P4
POL,Department of Police,PSB 1st District Community Action Team,M,81657,0,P4
POL,Department of Police,PSB 5th District Patrol,F,68751,228.12,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,7673.36,P4
POL,Department of Police,PSB 5th District Patrol,M,68751,7549.93,P4
POL,Department of Police,PSB 4th District Patrol,M,68751,13478.45,P4
POL,Department of Police,PSB 5th District Patrol,M,71157,1576.96,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,1489.66,P4
POL,Department of Police,PSB 4th District Patrol,F,68751,9309.71,P4
POL,Department of Police,PSB 3rd District Patrol,F,68751,7816.55,P4
POL,Department of Police,PSB 3rd District Patrol,M,68751,9172.18,P4
POL,Department of Police,PSB 4th District Patrol,M,81657,0,P4
POL,Department of Police,HQ Office of the Chief,M,68751,7441.75,P4
POL,Department of Police,PSB 1st District Patrol,M,68751,3871.02,P4
POL,Department of Police,PSB 5th District Patrol,M,81657,413.19,P4
POL,Department of Police,MSB Information Management and Technology Division,M,63000.36,2205.96,19
POL,Department of Police,FSB Security Services Division,M,71599.13,6071.63,23
POL,Department of Police,MSB Personnel Division Background Section,M,90848,0,21
POL,Department of Police,FSB Traffic Division School Safety Section,F,18024.63,0,10
POL,Department of Police,FSB Animal Services Division,F,54327.78,0,19
POL,Department of Police,MSB Communications Division,F,54957.85,10121.92,16
POL,Department of Police,MSB Communications Division,M,59844.22,19105.7,15
POL,Department of Police,MSB Communications Division,F,63332.39,17974.69,19
POL,Department of Police,MSB Communications Division,F,63332.39,24186.4,19
POL,Department of Police,FSB Animal Services Division,M,162707.55,0,38
POL,Department of Police,MSB Policy and Planning Division,M,90848,0,21
POL,Department of Police,FSB Animal Services Division,M,60636.56,3465.31,20
POL,Department of Police,MSB Communications Division,M,58276.97,304.13,21
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,52979.07,886.7,14
POL,Department of Police,MSB Communications Division,M,58276.97,12457.5,19
POL,Department of Police,MSB Communications Division,F,58276.97,6653.9,19
POL,Department of Police,PSB 3rd District Patrol,M,63260,15381.52,P3
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,83947.66,0,25
POL,Department of Police,PSB 3rd District Patrol,M,70139,8293.57,P3
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,75136,0,P3
POL,Department of Police,PSB 6th District Patrol,M,78894,2332.73,P4
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,78894,19089.54,P4
POL,Department of Police,PTS ACS Work Crew,M,62358,1192.31,P2
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0,10
POL,Department of Police,FSB Animal Services Division,M,164917.9,0,M2
POL,Department of Police,MSB Information Management and Technology Division,F,126584,0,28
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.66,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0,10
POL,Department of Police,HQ Office of the Chief,F,57771.25,0,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0,10
POL,Department of Police,PSB 5th District Patrol,M,75136,6727.75,P3
POL,Department of Police,PSB 4th District Patrol,M,72595,8946.65,P3
POL,Department of Police,PSB 4th District Patrol,F,63260,3781.45,P3
POL,Department of Police,PSB 4th District Patrol,M,63260,4512.8,P3
POL,Department of Police,PSB 2nd District Patrol,F,63260,8715.08,P3
POL,Department of Police,PSB 3rd District Patrol,F,63260,4723.25,P3
POL,Department of Police,PSB 2nd District Traffic Squad,M,75136,751.34,P3
POL,Department of Police,PSB 4th District Patrol,M,63260,5897.68,P3
POL,Department of Police,PSB 3rd District Patrol,M,67768,1182.15,P3
POL,Department of Police,PSB 5th District Patrol,F,63260,562.59,P3
POL,Department of Police,PSB 4th District Patrol,M,70139,1222.17,P3
POL,Department of Police,PSB 3rd District Patrol,M,63260,4902.31,P3
POL,Department of Police,PSB 5th District Patrol,M,63260,0,P3
POL,Department of Police,PSB 2nd District Patrol,F,63260,1715.91,P3
POL,Department of Police,PSB 4th District Patrol,F,63260,4604.58,P3
POL,Department of Police,PSB 4th District Patrol,M,63260,8597.44,P3
POL,Department of Police,PSB 3rd District Patrol,M,60247,125.94,P2
POL,Department of Police,PSB 4th District Patrol,M,75136,8272.7,P3
POL,Department of Police,FSB Animal Services Division,F,60199.18,369.21,20
POL,Department of Police,MSB Communications Division,F,61190.82,5474.86,19
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,46882.49,714.06,16
POL,Department of Police,MSB Communications Division,M,58276.98,5221.62,19
POL,Department of Police,MSB Communications Division,F,61190.83,15343.83,19
POL,Department of Police,MSB Communications Division,F,61190.82,9529.75,19
POL,Department of Police,MSB Communications Division,M,58276.99,10940.24,19
POL,Department of Police,MSB Communications Division,F,53099.49,5913.89,16
POL,Department of Police,MSB Communications Division,M,58276.98,5970.22,19
POL,Department of Police,MSB Communications Division,F,61190.83,22587.92,19
POL,Department of Police,MSB Training and Education Division,M,86308.83,2980.37,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.7,0,10
POL,Department of Police,FSB Animal Services Division,F,46233.18,5215.83,14
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.7,0,10
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,60199.18,5043.83,20
POL,Department of Police,MSB Information Management and Technology Division,F,114667.44,0,26
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.7,0,10
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,80760.4,0,19
POL,Department of Police,MSB Communications Division,F,61190.84,10365.2,19
POL,Department of Police,MSB Communications Division,F,61190.84,5605.91,19
POL,Department of Police,MSB Communications Division,M,61190.84,3988.3,19
POL,Department of Police,MSB Communications Division,F,55628.04,19475.48,17
POL,Department of Police,MSB Communications Division,F,61190.84,7305.63,19
POL,Department of Police,MSB Communications Division,F,61190.84,5582.57,19
POL,Department of Police,MSB Communications Division,F,59121.59,6929.19,19
POL,Department of Police,MSB Communications Division,F,61190.84,12516.71,19
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,109761,3096.64,25
POL,Department of Police,FSB Security Services Division,M,45309.45,23347.54,15
POL,Department of Police,MSB Communications Division,M,53746.88,11593.56,17
POL,Department of Police,MSB Communications Division,M,59121.57,27038.49,19
POL,Department of Police,MSB Communications Division,M,53746.88,5580.31,17
POL,Department of Police,MSB Communications Division,F,55628.04,6553.74,17
POL,Department of Police,MSB Communications Division,F,55628.04,9574.08,17
POL,Department of Police,MSB Communications Division,F,55628.04,6000.98,17
POL,Department of Police,MSB Communications Division,F,53746.88,11040.77,17
POL,Department of Police,MSB Communications Division,F,53746.88,8131.35,17
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,46534.11,49.23,15
POL,Department of Police,FSB Traffic Division School Safety Section,M,19023.87,0,10
POL,Department of Police,MSB Management and Budget Division Central Supply Section,M,77677.94,0,19
POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,F,53048.75,8620.48,18
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,124306.6,0,M3
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,75885.05,0,25
POL,Department of Police,FSB Animal Services Division,F,53048.75,299.32,18
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0,10
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,54192.5,0,14
POL,Department of Police,PSB 3rd District Patrol,M,56241,1470.55,P2
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0,10
POL,Department of Police,MSB Information Management and Technology Division,M,115099,0,26
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0,10
POL,Department of Police,FSB Animal Services Division,M,45317.13,6514.6,15
POL,Department of Police,PSB 6th District Patrol,F,61120,3222.91,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,0,P3
POL,Department of Police,PSB 5th District Patrol,M,61120,13238.11,P3
POL,Department of Police,PSB 3rd District Patrol,M,67768,1167.37,P3
POL,Department of Police,PSB 5th District Patrol,F,61120,440.79,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,6650.28,P3
POL,Department of Police,PSB 4th District Patrol,M,72595,3826.08,P3
POL,Department of Police,PSB 6th District Patrol,M,61120,7555.72,P3
POL,Department of Police,PSB 3rd District Patrol,M,72595,3659.74,P3
POL,Department of Police,PSB 4th District Patrol,M,65476,8035.74,P3
POL,Department of Police,PSB 2nd District Patrol,F,61120,42.59,P3
POL,Department of Police,PSB 2nd District Patrol,M,70139,6740.03,P3
POL,Department of Police,PSB 2nd District Patrol,F,61120,9318.2,P3
POL,Department of Police,PSB 2nd District Patrol,M,61120,7871.98,P3
POL,Department of Police,PSB 6th District Patrol,M,72595,11129.19,P3
POL,Department of Police,PSB 4th District Patrol,M,72595,830.87,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,16094.54,P3
POL,Department of Police,PSB 3rd District Patrol,F,61120,7104.6,P3
POL,Department of Police,PSB 4th District Patrol,M,61120,9494.81,P3
POL,Department of Police,PSB 2nd District Patrol,M,61120,3758.6,P3
POL,Department of Police,PSB 4th District Patrol,F,61120,1725.26,P3
POL,Department of Police,PSB 2nd District Patrol,M,72595,1223.69,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,10485.59,P3
POL,Department of Police,MSB Information Management and Technology Division,M,119127.19,0,28
POL,Department of Police,PSB 5th District Patrol,F,72595,20373.74,P3
POL,Department of Police,FSB Animal Services Division,F,55549.6,9572.92,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,19118.69,0,10
POL,Department of Police,MSB Information Management and Technology Division,M,94143.24,2316.44,23
POL,Department of Police,FSB Animal Services Division,F,68479.67,0,25
POL,Department of Police,MSB Personnel Division,F,59268.07,0,16
POL,Department of Police,MSB Communications Division,F,53746.45,7568.64,17
POL,Department of Police,MSB Communications Division,F,52563.77,8067.6,15
POL,Department of Police,MSB Communications Division,F,59121.1,7049.84,19
POL,Department of Police,MSB Communications Division,F,53746.45,6488.62,17
POL,Department of Police,MSB Communications Division,F,53746.45,9298.11,17
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.58,0,10
POL,Department of Police,FSB Animal Services Division,F,100806.75,0,29
POL,Department of Police,FSB Security Services Division,M,46533.74,11744.87,15
POL,Department of Police,FSB Traffic Division School Safety Section,M,19023.82,0,10
POL,Department of Police,MSB Training and Education Division,F,54339,0,P1
POL,Department of Police,MSB Training and Education Division,M,52500,151.45,P1
POL,Department of Police,MSB Training and Education Division,M,52500,965.53,P2
POL,Department of Police,FSB Animal Services Division,F,58163.31,6.74,20
POL,Department of Police,PSB 6th District Patrol,F,61844.94,2545.38,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.58,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,17975.81,0,10
POL,Department of Police,FSB Animal Services Division,F,46533.74,5898.41,15
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,58163.32,0,20
POL,Department of Police,MSB Communications Division,M,50786.26,2065.62,15
POL,Department of Police,MSB Communications Division,M,50786.26,4373.01,15
POL,Department of Police,MSB Communications Division,F,53746.46,6059.86,17
POL,Department of Police,PSB 2nd District Patrol,M,59053,7511.89,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,2502.53,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,4394.52,P3
POL,Department of Police,PSB 5th District Patrol,F,59053,4483.43,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,5951.67,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,5350.23,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,1107.55,P3
POL,Department of Police,PSB 1st District Patrol,M,61120,377.82,P3
POL,Department of Police,PSB 2nd District Patrol,F,56241,3281.82,P2
POL,Department of Police,PSB 4th District Patrol,M,59053,7525.31,P3
POL,Department of Police,PSB 1st District Patrol,M,63260,12808.24,P3
POL,Department of Police,PSB 3rd District Patrol,F,59053,2778.27,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,6438.56,P3
POL,Department of Police,PSB 2nd District Patrol,M,59053,3196.72,P3
POL,Department of Police,PSB 5th District Patrol,M,59053,7256.99,P3
POL,Department of Police,PSB 4th District Patrol,M,70139,8507.02,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,11741.8,P3
POL,Department of Police,PSB 3rd District Patrol,M,61120,16680.48,P3
POL,Department of Police,Patrol Services Bureau,M,54339,2828.68,P2
POL,Department of Police,PSB 6th District Patrol,F,59053,8814.04,P3
POL,Department of Police,PSB 4th District Patrol,F,59053,6919.28,P3
POL,Department of Police,PSB 4th District Patrol,M,59053,959.25,P3
POL,Department of Police,PSB 3rd District Patrol,M,59053,4244.56,P3
POL,Department of Police,PSB 2nd District Patrol,F,59053,63.89,P3
POL,Department of Police,PSB 5th District Patrol,F,59053,352.71,P3
POL,Department of Police,PSB 5th District Patrol,M,59053,4818.49,P3
POL,Department of Police,PSB 5th District Patrol,M,59053,2841.47,P3
POL,Department of Police,PSB 6th District Patrol,M,59053,498.78,P3
POL,Department of Police,PSB 2nd District Patrol,M,65476,5207.31,P3
POL,Department of Police,PSB 5th District Patrol,F,59053,874.5,P3
POL,Department of Police,PSB 2nd District Patrol,M,70139,5218.7,P3
POL,Department of Police,PSB 2nd District Station,F,48086.92,0,16
POL,Department of Police,FSB Traffic Division School Safety Section,F,17975.81,0,10
POL,Department of Police,MSB Management and Budget Division Central Supply Section,M,41436.23,0,13
POL,Department of Police,FSB Animal Services Division,F,43158.13,1427.95,14
POL,Department of Police,FSB Animal Services Division,F,51928.58,2387.21,18
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.27,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,M,18380.27,0,10
POL,Department of Police,Patrol Services Bureau,M,54339,870.89,C3
POL,Department of Police,MSB Personnel Division,M,85468.41,0,21
POL,Department of Police,MSB Communications Division,M,74678.19,0,21
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,59005.84,6351.26,21
POL,Department of Police,MSB Communications Division,F,54401.28,6866.18,19
POL,Department of Police,MSB Communications Division,F,52561.61,9589.88,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,17367.94,0,10
POL,Department of Police,MSB Information Management and Technology Division,F,108259.99,0,26
POL,Department of Police,HQ Office of the Chief,F,76351.78,0,18
POL,Department of Police,MSB Communications Division,F,54401.37,7167.47,19
POL,Department of Police,MSB Communications Division,M,51405.09,1309.91,15
POL,Department of Police,MSB Communications Division,F,54401.37,8965.44,19
POL,Department of Police,MSB Communications Division,F,51186.74,5034.84,17
POL,Department of Police,FSB Traffic Division School Safety Section,M,18381.87,0,10
POL,Department of Police,PSB 3rd District Patrol,M,65476,26456.63,P3
POL,Department of Police,MSB Information Management and Technology Division,M,156808.56,0,M2
POL,Department of Police,MSB Training and Education Division,M,54339,2306.92,P2
POL,Department of Police,PSB 1st District Patrol,M,56241,2083.08,P2
POL,Department of Police,Patrol Services Bureau,M,58209,3592.39,P2
POL,Department of Police,PSB 2nd District Patrol,M,56241,5659.22,P2
POL,Department of Police,PSB 4th District Patrol,M,56241,8786.11,P1
POL,Department of Police,PSB 1st District Patrol,M,56241,1060.17,P2
POL,Department of Police,PSB 3rd District Patrol,M,58209,8131.27,P2
POL,Department of Police,PSB 3rd District Patrol,F,56241,6016.96,P2
POL,Department of Police,PSB 5th District Patrol,M,58209,5942.13,P2
POL,Department of Police,PSB 6th District Patrol,M,56241,2258.18,P2
POL,Department of Police,PSB 1st District Patrol,F,56241,6609.74,P2
POL,Department of Police,Patrol Services Bureau,M,56241,1018.91,P2
POL,Department of Police,Patrol Services Bureau,M,56241,4077.66,P2
POL,Department of Police,PSB 3rd District Patrol,M,62358,15037.81,P2
POL,Department of Police,PSB 5th District Patrol,F,54339,309.55,P2
POL,Department of Police,Patrol Services Bureau,M,56241,10347.42,P2
POL,Department of Police,PSB 2nd District Patrol,M,56241,2216.08,P2
POL,Department of Police,PSB 6th District Patrol,F,56241,1743.81,P2
POL,Department of Police,PSB 2nd District Patrol,F,56241,3174.72,P2
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,45316.03,3987.4,15
POL,Department of Police,PSB 3rd District Patrol,M,56241,7835.58,P2
POL,Department of Police,PSB 4th District Patrol,F,56241,3794.97,P2
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,M,46882.49,672.61,16
POL,Department of Police,PSB 5th District Patrol,F,56241,9429.39,P2
POL,Department of Police,PSB 6th District Patrol,M,56241,3096.48,P2
POL,Department of Police,PSB 4th District Patrol,M,56241,11385.19,P2
POL,Department of Police,Patrol Services Bureau,M,66800,6089.16,P2
POL,Department of Police,PSB 2nd District Patrol,M,56241,8507.85,P2
POL,Department of Police,PSB 6th District Patrol,M,56241,5122.61,P2
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,F,46882.49,2706.18,16
POL,Department of Police,MSB Communications Division,M,54401.28,6153.33,19
POL,Department of Police,MSB Communications Division,F,54401.28,6287.67,15
POL,Department of Police,MSB Communications Division,M,54401.28,13725.99,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,10
POL,Department of Police,MSB Communications Division,F,54234.03,6610.61,19
POL,Department of Police,MSB Communications Division,F,54401.28,10740.1,19
POL,Department of Police,MSB Communications Division,F,41047,170.29,15
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,69268.52,35.41,20
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,10
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,53100.66,842.53,20
POL,Department of Police,MSB Communications Division,M,54401.27,7690.01,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,10
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,10
POL,Department of Police,FSB Animal Services Division,F,51000,2252.78,S6
POL,Department of Police,MSB Personnel Division,F,17367.85,0,10
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,74072.62,25.24,20
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,56195.75,3676.32,15
POL,Department of Police,MSB Communications Division,M,54401.28,5266.16,19
POL,Department of Police,MSB Communications Division,F,54401.28,12549.77,19
POL,Department of Police,MSB Communications Division,M,64611.63,30443.42,19
POL,Department of Police,MSB Communications Division,F,64611.22,14321.49,19
POL,Department of Police,MSB Communications Division,F,60315.65,6844,19
POL,Department of Police,FSB Animal Services Division,F,114151.9,0,M3
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0,10
POL,Department of Police,MSB Personnel Division,F,16780.53,0,10
POL,Department of Police,MSB Communications Division,F,52561.61,9951.8,19
POL,Department of Police,MSB Communications Division,F,46731.82,1881.02,15
POL,Department of Police,MSB Communications Division,F,52561.61,5483.96,19
POL,Department of Police,MSB Communications Division,F,52561.61,6264.74,19
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0,10
POL,Department of Police,MSB Communications Division,M,52561.61,6021.45,19
POL,Department of Police,PSB 2nd District Patrol,M,54339,4139.5,P2
POL,Department of Police,Patrol Services Bureau,M,54339,3140.86,P2
POL,Department of Police,Patrol Services Bureau,M,54339,3260.39,P2
POL,Department of Police,Patrol Services Bureau,M,54339,4057.86,P2
POL,Department of Police,Patrol Services Bureau,M,54339,3322.53,P2
POL,Department of Police,PSB 6th District Patrol,M,54339,7254.08,P2
POL,Department of Police,PSB 3rd District Patrol,M,54339,654.31,P2
POL,Department of Police,PSB 4th District Patrol,M,54339,1406.85,P2
POL,Department of Police,PSB 2nd District Patrol,M,54339,9524.83,P2
POL,Department of Police,Patrol Services Bureau,F,54339,5474.37,P2
POL,Department of Police,Patrol Services Bureau,M,54339,0,P2
POL,Department of Police,PSB 3rd District Patrol,M,60247,6612.8,P2
POL,Department of Police,PSB 4th District Patrol,M,64541,9916.49,P2
POL,Department of Police,PSB 5th District Patrol,M,64541,0,P2
POL,Department of Police,Patrol Services Bureau,M,54339,2788.11,P2
POL,Department of Police,Patrol Services Bureau,F,54339,2484.57,P2
POL,Department of Police,MSB Communications Division,M,46167.61,2934.7,17
POL,Department of Police,Patrol Services Bureau,F,54339,1116.89,P2
POL,Department of Police,Patrol Services Bureau,M,54339,3037.59,P2
POL,Department of Police,Patrol Services Bureau,M,54339,2267.04,P2
POL,Department of Police,PSB 3rd District Patrol,M,54339,7681.22,P2
POL,Department of Police,Patrol Services Bureau,F,54339,7197.98,P2
POL,Department of Police,Patrol Services Bureau,M,56241,1327.51,P2
POL,Department of Police,Patrol Services Bureau,M,54339,78.39,P2
POL,Department of Police,Patrol Services Bureau,M,54339,0,P2
POL,Department of Police,Patrol Services Bureau,M,54339,2131.81,P2
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0,10
